,Species,Country,Outcome,Age,Sex,Year,Entity,Code,Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),Mobile cellular subscriptions (per 100 people)
0,CACU,Mexico,Non-fatal,20,Male,2000,Mexico,MEX,0.0147464099692888,12.123196660296,13.839879331896801
1,CACU,Costa Rica,Fatal,29,Male,2002,Costa Rica,CRI,0.22122935496224203,25.545997690492502,12.3665462034395
2,CACU,Costa Rica,Non-fatal,58,Male,2002,Costa Rica,CRI,0.22122935496224203,25.545997690492502,12.3665462034395
3,CACU,Costa Rica,Non-fatal,53,Male,2002,Costa Rica,CRI,0.22122935496224203,25.545997690492502,12.3665462034395
4,CACU,Nicaragua,Non-fatal,42,Male,2002,Nicaragua,NIC,0.0448398931576914,3.31865482640832,4.58739757303837
5,CACU,Nicaragua,Non-fatal,18,Male,2002,Nicaragua,NIC,0.0448398931576914,3.31865482640832,4.58739757303837
6,CACU,Panama,Non-fatal,36,Male,2003,Panama,PAN,0.468625259957858,11.885332487425098,21.5758322858156
7,CACU,Mexico,Non-fatal,40-something,Male,2004,Mexico,MEX,0.988154810091553,16.8915739260003,35.937123684816
8,CACU,Mexico,Non-fatal,over 60,Female,2005,Mexico,MEX,1.77220661495033,17.988036532263397,43.447753281143996
9,CACU,Mexico,Non-fatal,adult,Male,2005,Mexico,MEX,1.77220661495033,17.988036532263397,43.447753281143996
10,CACU,Panama,Non-fatal,adult,Male,2005,Panama,PAN,0.5274638826710379,14.125745203747801,52.5073826027296
11,CACU,Mexico,Non-fatal,adult,Male,2005,Mexico,MEX,1.77220661495033,17.988036532263397,43.447753281143996
12,CACU,Costa Rica,Fatal,13,Male,2005,Costa Rica,CRI,1.05733712726065,32.687263953617894,25.926229348038202
13,CACU,Jamaica,Non-fatal,adult,Male,2005,Jamaica,JAM,1.63953957356669,11.6225138659505,72.1930809243943
14,CACU,Mexico,Non-fatal,13,Male,2006,Mexico,MEX,2.74315084737292,18.040575888005602,50.3172535704515
15,CACU,Costa Rica,Non-fatal,20,Male,2006,Costa Rica,CRI,1.93388219534283,30.8556176043691,33.5062896949819
16,CACU,Mexico,Non-fatal,10,Male,2006,Mexico,MEX,2.74315084737292,18.040575888005602,50.3172535704515
17,CACU,Mexico,Non-fatal,5,Female,2006,Mexico,MEX,2.74315084737292,18.040575888005602,50.3172535704515
18,CACU,Mexico,Non-fatal,43,Male,2006,Mexico,MEX,2.74315084737292,18.040575888005602,50.3172535704515
19,CACU,Costa Rica,Non-fatal,11,Female,2006,Costa Rica,CRI,1.93388219534283,30.8556176043691,33.5062896949819
20,CACU,Costa Rica,Non-fatal,16,Male,2006,Costa Rica,CRI,1.93388219534283,30.8556176043691,33.5062896949819
21,CACU,Costa Rica,Non-fatal,30,Male,2007,Costa Rica,CRI,2.17417722840006,32.880311085855105,34.5172147920033
22,CACU,Costa Rica,Non-fatal,18,Male,2007,Costa Rica,CRI,2.17417722840006,32.880311085855105,34.5172147920033
23,CACU,Costa Rica,Non-fatal,25,Male,2007,Costa Rica,CRI,2.17417722840006,32.880311085855105,34.5172147920033
24,CACU,Nicaragua,Fatal,4,Male,2007,Nicaragua,NIC,0.49890386023013705,4.509149226762401,45.3138893023785
25,CACU,El Salvador,Non-fatal,20,Male,2007,El Salvador,SLV,1.4754889269701899,17.7543755830344,100.886105392066
26,CACU,Mexico,Fatal,5,Male,2007,Mexico,MEX,4.02769060426921,17.8813987717374,59.515054256153896
27,CACU,Costa Rica,Fatal,13,Male,2007,Costa Rica,CRI,2.17417722840006,32.880311085855105,34.5172147920033
28,CACU,Panama,Fatal,38,Male,2007,Panama,PAN,4.35122750055229,14.3392494137628,87.16859396023001
29,CACU,Mexico,Non-fatal,10,Male,2007,Mexico,MEX,4.02769060426921,17.8813987717374,59.515054256153896
30,CACU,Mexico,Non-fatal,9,Male,2007,Mexico,MEX,4.02769060426921,17.8813987717374,59.515054256153896
31,CACU,Mexico,Non-fatal,12,Male,2007,Mexico,MEX,4.02769060426921,17.8813987717374,59.515054256153896
32,CACU,Panama,Non-fatal,adult,Male,2007,Panama,PAN,4.35122750055229,14.3392494137628,87.16859396023001
33,CACU,Mexico,Non-fatal,29,Male,2007,Mexico,MEX,4.02769060426921,17.8813987717374,59.515054256153896
34,CACU,Costa Rica,Non-fatal,?,Male,2008,Costa Rica,CRI,2.48196865204894,32.4580743504696,42.5909604407532
35,CACU,Costa Rica,Fatal,41,Male,2008,Costa Rica,CRI,2.48196865204894,32.4580743504696,42.5909604407532
36,CACU,Costa Rica,Fatal,35,Female,2008,Costa Rica,CRI,2.48196865204894,32.4580743504696,42.5909604407532
37,CACU,Mexico,Non-fatal,42,Male,2008,Mexico,MEX,6.627233075271571,18.028421490282604,66.25221757644209
38,CACU,Mexico,Fatal,42,Male,2008,Mexico,MEX,6.627233075271571,18.028421490282604,66.25221757644209
39,CACU,Costa Rica,Fatal,14,Male,2008,Costa Rica,CRI,2.48196865204894,32.4580743504696,42.5909604407532
40,CACU,Mexico,Non-fatal,adult,Male,2008,Mexico,MEX,6.627233075271571,18.028421490282604,66.25221757644209
41,CACU,Costa Rica,Non-fatal,13,Male,2008,Costa Rica,CRI,2.48196865204894,32.4580743504696,42.5909604407532
42,CACU,Mexico,Non-fatal,39,Male,2008,Mexico,MEX,6.627233075271571,18.028421490282604,66.25221757644209
43,CACU,Costa Rica,Non-fatal,38,Male,2009,Costa Rica,CRI,4.0695921785332105,33.4116115744554,43.4537370024885
44,CACU,Jamaica,Non-fatal,36,Male,2009,Jamaica,JAM,4.00134518177429,10.7860968402493,105.419919959545
45,CACU,Mexico,Non-fatal,adult,Male,2009,Mexico,MEX,8.34695378463735,16.887177608965,72.0258082170965
46,CACU,Mexico,Non-fatal,?,Male,2009,Mexico,MEX,8.34695378463735,16.887177608965,72.0258082170965
47,CACU,Colombia,Fatal,6,Female,2009,Colombia,COL,4.65645052806179,16.4563968951947,92.8294983675532
48,CACU,Panama,Non-fatal,?,Male,2010,Panama,PAN,7.0896585494927296,14.8032977402969,182.43049696120602
49,CACU,Mexico,Non-fatal,?,Male,2010,Mexico,MEX,9.0205936993584,16.978198771842,77.8932133388418
50,CACU,Mexico,Non-fatal,15,Male,2010,Mexico,MEX,9.0205936993584,16.978198771842,77.8932133388418
51,CACU,Mexico,Non-fatal,29,Male,2010,Mexico,MEX,9.0205936993584,16.978198771842,77.8932133388418
52,CACU,Costa Rica,Fatal,25,Male,2010,Costa Rica,CRI,8.71809877499296,23.3293438468037,68.8268269501549
53,CACU,Costa Rica,Non-fatal,30,Male,2010,Costa Rica,CRI,8.71809877499296,23.3293438468037,68.8268269501549
54,CACU,Mexico,Non-fatal,58,Male,2010,Mexico,MEX,9.0205936993584,16.978198771842,77.8932133388418
55,CACU,Costa Rica,Fatal,22,Male,2010,Costa Rica,CRI,8.71809877499296,23.3293438468037,68.8268269501549
56,CACU,Panama,Non-fatal,32,Male,2010,Panama,PAN,7.0896585494927296,14.8032977402969,182.43049696120602
57,CACU,Mexico,Non-fatal,74,Male,2010,Mexico,MEX,9.0205936993584,16.978198771842,77.8932133388418
58,CACU,Panama,Fatal,19,Male,2010,Panama,PAN,7.0896585494927296,14.8032977402969,182.43049696120602
59,CACU,Mexico,Non-fatal,53,Male,2010,Mexico,MEX,9.0205936993584,16.978198771842,77.8932133388418
60,CACU,Mexico,Non-fatal,?,Male,2010,Mexico,MEX,9.0205936993584,16.978198771842,77.8932133388418
61,CACU,Nicaragua,Fatal,31,Male,2010,Nicaragua,NIC,1.27714426088537,4.50222152585616,69.0560872318165
62,CACU,Mexico,Non-fatal,2,Male,2010,Mexico,MEX,9.0205936993584,16.978198771842,77.8932133388418
63,CACU,Jamaica,Non-fatal,?,Male,2010,Jamaica,JAM,4.14186375882522,9.337429584589009,112.948448997412
64,CACU,Mexico,Fatal,33,Male,2010,Mexico,MEX,9.0205936993584,16.978198771842,77.8932133388418
65,CACU,Panama,Non-fatal,?,Male,2010,Panama,PAN,7.0896585494927296,14.8032977402969,182.43049696120602
66,CACU,Nicaragua,Non-fatal,?,Male,2011,Nicaragua,NIC,1.4651280514892,4.9522540299114,83.0524017617626
67,CACU,Mexico,Non-fatal,20,Male,2011,Mexico,MEX,9.71203908720577,16.7913318880457,79.4216470722311
68,CACU,Costa Rica,Non-fatal,12,Female,2011,Costa Rica,CRI,9.124755405638641,22.4263630225929,90.27476299181342
69,CACU,Belize,Non-fatal,?,Male,2011,Belize,BLZ,2.94600111788865,8.76205983134463,67.5614838756713
70,CACU,Mexico,Non-fatal,20-something,Male,2011,Mexico,MEX,9.71203908720577,16.7913318880457,79.4216470722311
71,CACU,Mexico,Non-fatal,52,Male,2011,Mexico,MEX,9.71203908720577,16.7913318880457,79.4216470722311
72,CACU,Mexico,Non-fatal,42,Male,2011,Mexico,MEX,9.71203908720577,16.7913318880457,79.4216470722311
73,CACU,Mexico,Non-fatal,16,Female,2011,Mexico,MEX,9.71203908720577,16.7913318880457,79.4216470722311
74,CACU,Mexico,Non-fatal,32,Male,2011,Mexico,MEX,9.71203908720577,16.7913318880457,79.4216470722311
75,CACU,Mexico,Non-fatal,?,Male,2012,Mexico,MEX,10.823023449298198,17.0388880810852,83.3639322613367
76,CACU,Venezuela,Non-fatal,6,Female,2012,Venezuela,VEN,6.81331264627131,25.587035527955,102.26136952097299
77,CACU,Mexico,Non-fatal,53,Male,2012,Mexico,MEX,10.823023449298198,17.0388880810852,83.3639322613367
78,CACU,Mexico,Non-fatal,23,Male,2012,Mexico,MEX,10.823023449298198,17.0388880810852,83.3639322613367
79,CACU,Mexico,Non-fatal,69,Male,2012,Mexico,MEX,10.823023449298198,17.0388880810852,83.3639322613367
80,CACU,Mexico,Non-fatal,38,Male,2012,Mexico,MEX,10.823023449298198,17.0388880810852,83.3639322613367
81,CACU,Mexico,Non-fatal,elderly,Male,2012,Mexico,MEX,10.823023449298198,17.0388880810852,83.3639322613367
82,CACU,Mexico,Non-fatal,?,Male,2012,Mexico,MEX,10.823023449298198,17.0388880810852,83.3639322613367
83,CACU,Costa Rica,Non-fatal,?,Male,2012,Costa Rica,CRI,9.63863860895782,21.3808103870075,115.555243287563
84,CACU,Mexico,Non-fatal,60,Male,2012,Mexico,MEX,10.823023449298198,17.0388880810852,83.3639322613367
85,CACU,Mexico,Non-fatal,30-something,Male,2012,Mexico,MEX,10.823023449298198,17.0388880810852,83.3639322613367
86,CACU,Mexico,Non-fatal,?,Male,2012,Mexico,MEX,10.823023449298198,17.0388880810852,83.3639322613367
87,CACU,Colombia,Non-fatal,41,Male,2012,Colombia,COL,8.40130776602059,15.0723286756656,104.66044210426399
88,CACU,Mexico,Non-fatal,20,Male,2012,Mexico,MEX,10.823023449298198,17.0388880810852,83.3639322613367
89,CACU,Colombia,Non-fatal,8,Male,2012,Colombia,COL,8.40130776602059,15.0723286756656,104.66044210426399
90,CACU,Panama,Non-fatal,29,Male,2013,Panama,PAN,8.00492488918739,15.0327917796242,161.643804211166
91,CACU,Panama,Non-fatal,19,Male,2013,Panama,PAN,8.00492488918739,15.0327917796242,161.643804211166
92,CACU,Panama,Fatal,41/45,Male,2013,Panama,PAN,8.00492488918739,15.0327917796242,161.643804211166
93,CACU,Colombia,Fatal,15,Male,2013,Colombia,COL,9.58456967464723,15.0845190758056,106.235629733582
94,CACU,Mexico,Non-fatal,?,Male,2013,Mexico,MEX,10.403372253905301,15.1739355813149,87.11513351642901
95,CACU,Costa Rica,Non-fatal,50,Male,2013,Costa Rica,CRI,10.3026282715816,20.5774858538403,151.11294171491102
96,CACU,Costa Rica,Non-fatal,14,Female,2013,Costa Rica,CRI,10.3026282715816,20.5774858538403,151.11294171491102
97,CACU,Mexico,Non-fatal,adult,Male,2013,Mexico,MEX,10.403372253905301,15.1739355813149,87.11513351642901
98,CACU,Mexico,Non-fatal,70,Male,2013,Mexico,MEX,10.403372253905301,15.1739355813149,87.11513351642901
99,CACU,Mexico,Non-fatal,41,Male,2013,Mexico,MEX,10.403372253905301,15.1739355813149,87.11513351642901
100,CACU,Mexico,Fatal,10,Male,2013,Mexico,MEX,10.403372253905301,15.1739355813149,87.11513351642901
101,CACU,Belize,Non-fatal,adult,Male,2013,Belize,BLZ,2.8763935254996604,6.9878929981608495,50.7334803490024
102,CACU,Costa Rica,Non-fatal,?,Male,2013,Costa Rica,CRI,10.3026282715816,20.5774858538403,151.11294171491102
103,CACU,Costa Rica,Fatal,65,Male,2013,Costa Rica,CRI,10.3026282715816,20.5774858538403,151.11294171491102
104,CACU,Mexico,Non-fatal,?,Male,2013,Mexico,MEX,10.403372253905301,15.1739355813149,87.11513351642901
105,CACU,Mexico,Non-fatal,35,Male,2013,Mexico,MEX,10.403372253905301,15.1739355813149,87.11513351642901
106,CACU,Mexico,Non-fatal,61,Male,2014,Mexico,MEX,10.4913469155123,14.940792905581601,84.4847747895696
107,CACU,Mexico,Non-fatal,19-20,Male,2014,Mexico,MEX,10.4913469155123,14.940792905581601,84.4847747895696
108,CACU,El Salvador,Non-fatal,41,Male,2014,El Salvador,SLV,5.07730303928126,15.1845932354527,146.363085078319
109,CACU,Jamaica,Non-fatal,64,Male,2014,Jamaica,JAM,5.29522687465475,8.89211264367575,105.010434693285
110,CACU,Costa Rica,Non-fatal,adult,Male,2014,Costa Rica,CRI,10.8529450402779,18.5223984908278,147.562823497265
111,CACU,Honduras,Non-fatal,22,Male,2014,Honduras,HND,1.7918961233326598,5.986219432013019,87.6932975647322
112,CACU,Costa Rica,Fatal,22,Male,2014,Costa Rica,CRI,10.8529450402779,18.5223984908278,147.562823497265
113,CACU,Mexico,Non-fatal,20-something,Male,2014,Mexico,MEX,10.4913469155123,14.940792905581601,84.4847747895696
114,CACU,Mexico,Non-fatal,teenager,Male,2014,Mexico,MEX,10.4913469155123,14.940792905581601,84.4847747895696
115,CACU,Panama,Non-fatal,adult,Male,2014,Panama,PAN,7.942267210999219,15.071698515312299,176.898431500523
116,CACU,Mexico,Fatal,46,Male,2014,Mexico,MEX,10.4913469155123,14.940792905581601,84.4847747895696
117,CACU,Mexico,Non-fatal,adult,Male,2014,Mexico,MEX,10.4913469155123,14.940792905581601,84.4847747895696
118,CACU,Colombia,Non-fatal,6,Female,2014,Colombia,COL,10.5218537923708,15.025423444565801,115.773298958479
119,CACU,Mexico,Fatal,80-something,Male,2014,Mexico,MEX,10.4913469155123,14.940792905581601,84.4847747895696
120,CACU,Mexico,Non-fatal,25,Male,2014,Mexico,MEX,10.4913469155123,14.940792905581601,84.4847747895696
121,CACU,USA,Non-fatal,26,Male,2014,,,,,
122,CACU,USA,Non-fatal,23,Female,2014,,,,,
123,CACU,Mexico,Non-fatal,29,Female,2014,Mexico,MEX,10.4913469155123,14.940792905581601,84.4847747895696
124,CACU,Mexico,Non-fatal,over 35,Male,2014,Mexico,MEX,10.4913469155123,14.940792905581601,84.4847747895696
125,CACU,Mexico,Non-fatal,elderly,Male,2014,Mexico,MEX,10.4913469155123,14.940792905581601,84.4847747895696
126,CACU,Mexico,Non-fatal,14,Male,2014,Mexico,MEX,10.4913469155123,14.940792905581601,84.4847747895696
127,CACU,Mexico,Non-fatal,young,Female,2014,Mexico,MEX,10.4913469155123,14.940792905581601,84.4847747895696
128,CACU,Mexico,Non-fatal,young adult,Male,2014,Mexico,MEX,10.4913469155123,14.940792905581601,84.4847747895696
129,CACU,Mexico,Non-fatal,adult,Male,2015,Mexico,MEX,11.7225949261849,16.0225283550766,85.5409247888027
130,CACU,Mexico,Non-fatal,39,Male,2015,Mexico,MEX,11.7225949261849,16.0225283550766,85.5409247888027
131,CACU,Jamaica,Non-fatal,13,Female,2015,Jamaica,JAM,7.96989067297508,8.804136863869429,109.236946252943
132,CACU,Costa Rica,Non-fatal,44,Male,2015,Costa Rica,CRI,11.619658841411901,17.87729738769,156.735253081834
133,CACU,Colombia,Non-fatal,adult,Male,2015,Colombia,COL,11.4574171473055,14.7407133972539,118.865890156643
134,CACU,Mexico,Non-fatal,30-something,Male,2015,Mexico,MEX,11.7225949261849,16.0225283550766,85.5409247888027
135,CACU,Mexico,Non-fatal,20-something,Male,2015,Mexico,MEX,11.7225949261849,16.0225283550766,85.5409247888027
136,CACU,Mexico,Non-fatal,30-something,Male,2015,Mexico,MEX,11.7225949261849,16.0225283550766,85.5409247888027
137,CACU,Mexico,Fatal,7,Male,2015,Mexico,MEX,11.7225949261849,16.0225283550766,85.5409247888027
138,CACU,Mexico,Non-fatal,child,Female,2015,Mexico,MEX,11.7225949261849,16.0225283550766,85.5409247888027
139,CACU,Panama,Non-fatal,adult,Male,2015,Panama,PAN,7.96543628278296,15.631067741026099,144.66033750969
140,CACU,Mexico,Non-fatal,44,Male,2015,Mexico,MEX,11.7225949261849,16.0225283550766,85.5409247888027
141,CACU,Mexico,Non-fatal,50,Female,2015,Mexico,MEX,11.7225949261849,16.0225283550766,85.5409247888027
142,CACU,Mexico,Non-fatal,47,Male,2015,Mexico,MEX,11.7225949261849,16.0225283550766,85.5409247888027
143,CACU,Mexico,Non-fatal,69,Male,2015,Mexico,MEX,11.7225949261849,16.0225283550766,85.5409247888027
144,CACU,Costa Rica,Non-fatal,5,Male,2015,Costa Rica,CRI,11.619658841411901,17.87729738769,156.735253081834
145,CACU,Mexico,Fatal,78,Male,2015,Mexico,MEX,11.7225949261849,16.0225283550766,85.5409247888027
146,CACU,Mexico,Non-fatal,59,Male,2015,Mexico,MEX,11.7225949261849,16.0225283550766,85.5409247888027
147,CACU,Mexico,Non-fatal,30,Male,2015,Mexico,MEX,11.7225949261849,16.0225283550766,85.5409247888027
148,CACU,Mexico,Fatal,11,Male,2015,Mexico,MEX,11.7225949261849,16.0225283550766,85.5409247888027
149,CACU,El Salvador,Non-fatal,46,Male,2015,El Salvador,SLV,5.59211453885463,14.9587214402965,147.867952965539
150,CACU,Mexico,Fatal,74,Male,2015,Mexico,MEX,11.7225949261849,16.0225283550766,85.5409247888027
151,CACU,Mexico,Non-fatal,54,Male,2015,Mexico,MEX,11.7225949261849,16.0225283550766,85.5409247888027
152,CACU,Colombia,Non-fatal,adult,Male,2016,Colombia,COL,12.153242509020801,14.6258662726252,120.618294060691
153,CACU,Colombia,Non-fatal,adult,Male,2016,Colombia,COL,12.153242509020801,14.6258662726252,120.618294060691
154,CACU,Costa Rica,Non-fatal,29,Male,2016,Costa Rica,CRI,13.157318281818199,17.495945256536903,171.50903984416001
155,CACU,Costa Rica,Non-fatal,adult,Male,2016,Costa Rica,CRI,13.157318281818199,17.495945256536903,171.50903984416001
156,CACU,Costa Rica,Non-fatal,6,Male,2016,Costa Rica,CRI,13.157318281818199,17.495945256536903,171.50903984416001
157,CACU,Costa Rica,Non-fatal,30,Male,2016,Costa Rica,CRI,13.157318281818199,17.495945256536903,171.50903984416001
158,CACU,Costa Rica,Fatal,79,Male,2016,Costa Rica,CRI,13.157318281818199,17.495945256536903,171.50903984416001
159,CACU,Costa Rica,Non-fatal,51,Male,2016,Costa Rica,CRI,13.157318281818199,17.495945256536903,171.50903984416001
160,CACU,Mexico,Non-fatal,30,Male,2016,Mexico,MEX,12.571748331115401,16.1446830076767,87.60369094902559
161,CACU,Mexico,Non-fatal,55,Male,2016,Mexico,MEX,12.571748331115401,16.1446830076767,87.60369094902559
162,CACU,El Salvador,Non-fatal,30,Male,2016,El Salvador,SLV,6.23048574862697,14.711077963699601,151.894109781327
163,CACU,Mexico,Non-fatal,adult,Male,2016,Mexico,MEX,12.571748331115401,16.1446830076767,87.60369094902559
164,CACU,Costa Rica,Non-fatal,59,Male,2016,Costa Rica,CRI,13.157318281818199,17.495945256536903,171.50903984416001
165,CACU,Mexico,Non-fatal,57,Male,2016,Mexico,MEX,12.571748331115401,16.1446830076767,87.60369094902559
166,CACU,Mexico,Non-fatal,50-something,Male,2016,Mexico,MEX,12.571748331115401,16.1446830076767,87.60369094902559
167,CACU,Mexico,Non-fatal,37,Female,2016,Mexico,MEX,12.571748331115401,16.1446830076767,87.60369094902559
168,CACU,Mexico,Non-fatal,36,Male,2016,Mexico,MEX,12.571748331115401,16.1446830076767,87.60369094902559
169,CACU,Mexico,Non-fatal,adult,Male,2016,Mexico,MEX,12.571748331115401,16.1446830076767,87.60369094902559
170,CACU,Mexico,Fatal,10,Male,2016,Mexico,MEX,12.571748331115401,16.1446830076767,87.60369094902559
171,CACU,Mexico,Non-fatal,40,Male,2016,Mexico,MEX,12.571748331115401,16.1446830076767,87.60369094902559
172,CACU,Mexico,Fatal,78,Male,2016,Mexico,MEX,12.571748331115401,16.1446830076767,87.60369094902559
173,CACU,Mexico,Non-fatal,36,Male,2016,Mexico,MEX,12.571748331115401,16.1446830076767,87.60369094902559
174,CACU,Mexico,Non-fatal,40,Male,2016,Mexico,MEX,12.571748331115401,16.1446830076767,87.60369094902559
175,CACU,Mexico,Non-fatal,adult,Male,2016,Mexico,MEX,12.571748331115401,16.1446830076767,87.60369094902559
176,CACU,Mexico,Non-fatal,51,Male,2016,Mexico,MEX,12.571748331115401,16.1446830076767,87.60369094902559
177,CACU,Mexico,Non-fatal,63,Male,2016,Mexico,MEX,12.571748331115401,16.1446830076767,87.60369094902559
178,CACU,Mexico,Non-fatal,33,Male,2017,Mexico,MEX,13.2636926923408,15.950871360679901,88.5134269898822
179,CACU,Belize,Non-fatal,adult,Male,2017,,,,,
180,CACU,Costa Rica,Non-fatal,adult,Male,2017,Costa Rica,CRI,15.167020705622301,17.1868671354073,180.2029814286
181,CACU,Mexico,Fatal,18,Male,2017,Mexico,MEX,13.2636926923408,15.950871360679901,88.5134269898822
182,CACU,Mexico,Non-fatal,30-something,Male,2017,Mexico,MEX,13.2636926923408,15.950871360679901,88.5134269898822
183,CACU,Panama,Non-fatal,59,Female,2017,Panama,PAN,10.8836533175946,14.727953804567301,145.846385595816
184,CACU,Costa Rica,Non-fatal,21,Male,2017,Costa Rica,CRI,15.167020705622301,17.1868671354073,180.2029814286
185,CACU,Costa Rica,Non-fatal,32,Male,2017,Costa Rica,CRI,15.167020705622301,17.1868671354073,180.2029814286
186,CACU,Mexico,Fatal,adult,Male,2017,Mexico,MEX,13.2636926923408,15.950871360679901,88.5134269898822
187,CACU,Costa Rica,Non-fatal,5,Female,2017,Costa Rica,CRI,15.167020705622301,17.1868671354073,180.2029814286
188,CACU,Mexico,Non-fatal,60,Male,2017,Mexico,MEX,13.2636926923408,15.950871360679901,88.5134269898822
189,CACU,Mexico,Non-fatal,41,Male,2017,Mexico,MEX,13.2636926923408,15.950871360679901,88.5134269898822
190,CACU,Mexico,Non-fatal,61,Male,2017,Mexico,MEX,13.2636926923408,15.950871360679901,88.5134269898822
191,CACU,Mexico,Non-fatal,48,Male,2017,Mexico,MEX,13.2636926923408,15.950871360679901,88.5134269898822
192,CACU,Mexico,Non-fatal,52,Male,2017,Mexico,MEX,13.2636926923408,15.950871360679901,88.5134269898822
193,CACU,Mexico,Non-fatal,adult,Male,2017,Mexico,MEX,13.2636926923408,15.950871360679901,88.5134269898822
194,CACU,Mexico,Non-fatal,23,Male,2017,Mexico,MEX,13.2636926923408,15.950871360679901,88.5134269898822
195,CACU,Panama,Fatal,38,Male,2017,Panama,PAN,10.8836533175946,14.727953804567301,145.846385595816
196,CACU,Mexico,Non-fatal,59,Male,2017,Mexico,MEX,13.2636926923408,15.950871360679901,88.5134269898822
197,CACU,Jamaica,Non-fatal,47,Male,2017,Jamaica,JAM,8.27319249669325,10.2766876368154,106.951633723708
198,CACU,Mexico,Non-fatal,34,Male,2017,Mexico,MEX,13.2636926923408,15.950871360679901,88.5134269898822
199,CACU,Mexico,Fatal,37,Male,2017,Mexico,MEX,13.2636926923408,15.950871360679901,88.5134269898822
200,CACU,Mexico,Non-fatal,approx. 61,Male,2017,Mexico,MEX,13.2636926923408,15.950871360679901,88.5134269898822
201,CACU,Costa Rica,Non-fatal,39,Male,2017,Costa Rica,CRI,15.167020705622301,17.1868671354073,180.2029814286
202,CACU,Mexico,Non-fatal,adult,Male,2017,Mexico,MEX,13.2636926923408,15.950871360679901,88.5134269898822
203,CACU,Mexico,Fatal,4,Male,2018,,,,,
204,CACU,Mexico,Non-fatal,50-something,Female,2018,,,,,
205,CACU,Cuba,Non-fatal,adult,Female,2018,,,,,
206,CACU,Mexico,Non-fatal,adult,Male,2018,,,,,
207,CACU,Mexico,Non-fatal,40-something,Male,2018,,,,,
208,CACU,Mexico,Non-fatal,27,Male,2018,,,,,
209,CACU,Mexico,Non-fatal,30-something,Male,2018,,,,,
210,CACU,Jamaica,Fatal,67,Male,2018,,,,,
211,CACU,Mexico,Fatal,35-40,Male,2018,,,,,
212,CACU,Mexico,Non-fatal,38,Male,2018,,,,,
213,CACU,Mexico,Non-fatal,19,Male,2018,,,,,
214,CACU,Mexico,Non-fatal,30,Female,2018,,,,,
215,CACU,Costa Rica,Non-fatal,adult,Female,2018,,,,,
216,CACU,Jamaica,Non-fatal,48,Male,2019,,,,,
217,CACU,Colombia,Non-fatal,43,Male,2019,,,,,
218,CACU,Mexico,Non-fatal,around 35,Male,2019,,,,,
219,CACU,Belize,Non-fatal,39,Female,2019,,,,,
220,CACU,Costa Rica,Non-fatal,adult,Male,2019,,,,,
221,CACU,Mexico,Non-fatal,54,Male,2019,,,,,
222,CACU,Colombia,Non-fatal,adult,Male,2019,,,,,
223,CACU,Jamaica,Non-fatal,50,Male,2019,,,,,
224,CACU,Mexico,Non-fatal,adult,Male,2019,,,,,
225,CACU,Costa Rica,Non-fatal,55,Male,2019,,,,,
226,CACU,Mexico,Non-fatal,65,Male,2019,,,,,
227,CACU,Jamaica,Non-fatal,adult,Male,2019,,,,,
228,CACU,Jamaica,Non-fatal,adult,Male,2019,,,,,
229,CACU,Costa Rica,Non-fatal,adult,Male,2019,,,,,
230,CACU,Colombia,Non-fatal,25,Male,2020,,,,,
231,CACU,Mexico,Fatal,4,Male,2020,,,,,
232,CACU,Nicaragua,Non-fatal,69,Male,2020,,,,,
233,CACU,Honduras,Fatal,10,Male,2020,,,,,
234,CACU,Mexico,Non-fatal,61,Male,2020,,,,,
235,CACU,Mexico,Non-fatal,6,Male,2020,,,,,
236,CACU,Panama,Non-fatal,adult,Male,2020,,,,,
237,CACU,Mexico,Non-fatal,47,Male,2020,,,,,
238,CACU,Mexico,Non-fatal,adult,Male,2020,,,,,
